article_name,country,region,revision_id,article_quality,population
Dominique Larifla,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720040679,Stub,375.0
Georges Dagonia,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720040713,Stub,375.0
François Louisy,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720040739,Stub,375.0
Édouard Chammougon,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720047704,Stub,375.0
Léopold Hélène,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720055613,Stub,375.0
Leo Andy,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720055699,Stub,375.0
José Moustache,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720055763,Stub,375.0
Frédéric Jalton,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720055814,Stub,375.0
Rosan Girard,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720055877,Stub,375.0
Armand Jean-François,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720055937,Stub,375.0
Paul Valentino,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720117073,Stub,375.0
Marcel Esdras,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720117155,Stub,375.0
Mariani Maximin,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,720117294,Stub,375.0
Amédée Fengarol,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,721660701,Stub,375.0
René Toribio,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,725882471,Start,375.0
Patrice Tirolien,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,729810276,Stub,375.0
Hégésippe Légitimus,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,748274502,C,375.0
Louisy Mathieu,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,748274939,Stub,375.0
Jacques Bangou,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,755313899,Stub,375.0
Gaston Gerville-Réache,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,757050656,Stub,375.0
Sainte Suzanne Melvil-Bloncourt,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,762128875,Stub,375.0
List of colonial and departmental heads of Guadeloupe,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,764397748,Start,375.0
Paul Niger,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,765272796,Stub,375.0
Achille René-Boisneuf,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,767102866,Start,375.0
Paul Adolphe Marie Prosper Granier de Cassagnac,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,767288808,Start,375.0
Marcel Gargar,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,783350704,Stub,375.0
Ernest Moutoussamy,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,787332894,Start,375.0
Gerty Archimede,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,787680195,Stub,375.0
Médard Albrand,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788239179,Stub,375.0
Joël Beaugendre,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788807612,Stub,375.0
Hélène Vainqueur-Christophe,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788810121,Stub,375.0
Gabrielle Louis-Carabin,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788814960,Stub,375.0
Daniel Marsin,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788815849,Stub,375.0
Pierre Monnerville,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788826068,Stub,375.0
Lucius-Duquesnes Gustave,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788827709,Stub,375.0
Lucien Bernier,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788827724,Stub,375.0
Clovis Renaison,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,788828762,Stub,375.0
Albertine Baclet,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,790100830,Stub,375.0
Jacques Cornano,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,791685556,Start,375.0
Jacques Gillot,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,791685684,Stub,375.0
Thomas Dundas (British Army officer),guadeloupe,LATIN AMERICA AND THE CARIBBEAN,793286976,Start,375.0
Maurice Satineau,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,793353218,Stub,375.0
Raymond Guilliod,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,794067588,Stub,375.0
Gratien Candace,guadeloupe,LATIN AMERICA AND THE CARIBBEAN,806546383,Start,375.0
Luc Mesadieu,haiti,LATIN AMERICA AND THE CARIBBEAN,705776541,Stub,11.402999999999999
Rigaud Duplan,haiti,LATIN AMERICA AND THE CARIBBEAN,705960229,Stub,11.402999999999999
Guy Malary,haiti,LATIN AMERICA AND THE CARIBBEAN,706307565,Stub,11.402999999999999
Joseph Nérette,haiti,LATIN AMERICA AND THE CARIBBEAN,706337300,Stub,11.402999999999999
Robert Manuel (politician),haiti,LATIN AMERICA AND THE CARIBBEAN,714498706,Start,11.402999999999999
Serge Gilles,haiti,LATIN AMERICA AND THE CARIBBEAN,716621788,Stub,11.402999999999999
Gabriel Bien-Aimé,haiti,LATIN AMERICA AND THE CARIBBEAN,717252621,Stub,11.402999999999999
Noël Emmanuel Limage,haiti,LATIN AMERICA AND THE CARIBBEAN,717623812,Stub,11.402999999999999
Jean Chavannes Jeune,haiti,LATIN AMERICA AND THE CARIBBEAN,717668026,Stub,11.402999999999999
Jean-Baptiste Mills,haiti,LATIN AMERICA AND THE CARIBBEAN,720117589,Stub,11.402999999999999
Jean Fouchard,haiti,LATIN AMERICA AND THE CARIBBEAN,738028487,Stub,11.402999999999999
Paul Denis (Haiti politician),haiti,LATIN AMERICA AND THE CARIBBEAN,738075540,Stub,11.402999999999999
Paul Antoine Bien-Aimé,haiti,LATIN AMERICA AND THE CARIBBEAN,738818274,Stub,11.402999999999999
Rosny Smarth,haiti,LATIN AMERICA AND THE CARIBBEAN,741068594,Stub,11.402999999999999
Dantès Bellegarde,haiti,LATIN AMERICA AND THE CARIBBEAN,745766204,Start,11.402999999999999
Charles Haentjens,haiti,LATIN AMERICA AND THE CARIBBEAN,745769237,Stub,11.402999999999999
Timoléon C. Brutus,haiti,LATIN AMERICA AND THE CARIBBEAN,745769375,Stub,11.402999999999999
Jean Rénald Clérismé,haiti,LATIN AMERICA AND THE CARIBBEAN,745769377,Start,11.402999999999999
Louis Déjoie,haiti,LATIN AMERICA AND THE CARIBBEAN,745770223,Stub,11.402999999999999
Ericq Pierre,haiti,LATIN AMERICA AND THE CARIBBEAN,745770969,Start,11.402999999999999
Jean-Fernand Brierre,haiti,LATIN AMERICA AND THE CARIBBEAN,745772820,Start,11.402999999999999
Roger Dorsinville,haiti,LATIN AMERICA AND THE CARIBBEAN,745773351,Stub,11.402999999999999
Alix Mathon,haiti,LATIN AMERICA AND THE CARIBBEAN,745775860,Stub,11.402999999999999
Frédéric Marcelin,haiti,LATIN AMERICA AND THE CARIBBEAN,745776465,Stub,11.402999999999999
Anténor Firmin,haiti,LATIN AMERICA AND THE CARIBBEAN,745780127,C,11.402999999999999
Paul Arcelin,haiti,LATIN AMERICA AND THE CARIBBEAN,745782000,Start,11.402999999999999
Liautaud Ethéart,haiti,LATIN AMERICA AND THE CARIBBEAN,745782640,Stub,11.402999999999999
Charles Moravia,haiti,LATIN AMERICA AND THE CARIBBEAN,745784871,Start,11.402999999999999
Leon Laleau,haiti,LATIN AMERICA AND THE CARIBBEAN,745785003,Start,11.402999999999999
Céligny Ardouin,haiti,LATIN AMERICA AND THE CARIBBEAN,746380519,Stub,11.402999999999999
Georges Sylvain,haiti,LATIN AMERICA AND THE CARIBBEAN,746397120,Stub,11.402999999999999
Jules Solime Milscent,haiti,LATIN AMERICA AND THE CARIBBEAN,746398725,Stub,11.402999999999999
Oswald Durand,haiti,LATIN AMERICA AND THE CARIBBEAN,746399741,Stub,11.402999999999999
Edner Brutus,haiti,LATIN AMERICA AND THE CARIBBEAN,746809318,Stub,11.402999999999999
Emile Saint-Lot,haiti,LATIN AMERICA AND THE CARIBBEAN,749904465,Stub,11.402999999999999
Micha Gaillard,haiti,LATIN AMERICA AND THE CARIBBEAN,752092317,Stub,11.402999999999999
Choiseul Henriquez,haiti,LATIN AMERICA AND THE CARIBBEAN,754592654,Start,11.402999999999999
Myriam Merlet,haiti,LATIN AMERICA AND THE CARIBBEAN,757104927,C,11.402999999999999
Maryse Narcisse,haiti,LATIN AMERICA AND THE CARIBBEAN,758295152,Stub,11.402999999999999
Marie Carmelle Jean-Marie,haiti,LATIN AMERICA AND THE CARIBBEAN,760080443,Stub,11.402999999999999
Jean Yves Jason,haiti,LATIN AMERICA AND THE CARIBBEAN,768176130,Stub,11.402999999999999
Philippe Guerrier,haiti,LATIN AMERICA AND THE CARIBBEAN,769368090,Start,11.402999999999999
Jean-Baptiste Riché,haiti,LATIN AMERICA AND THE CARIBBEAN,769368392,Start,11.402999999999999
Clément Barbot,haiti,LATIN AMERICA AND THE CARIBBEAN,771563551,Stub,11.402999999999999
Tancrède Auguste,haiti,LATIN AMERICA AND THE CARIBBEAN,771636221,Stub,11.402999999999999
Michel Oreste,haiti,LATIN AMERICA AND THE CARIBBEAN,771636335,Stub,11.402999999999999
Oreste Zamor,haiti,LATIN AMERICA AND THE CARIBBEAN,771636414,Start,11.402999999999999
Joseph Davilmar Théodore,haiti,LATIN AMERICA AND THE CARIBBEAN,771636528,Stub,11.402999999999999
Philippe Sudré Dartiguenave,haiti,LATIN AMERICA AND THE CARIBBEAN,771636721,Stub,11.402999999999999
Louis Eugène Roy,haiti,LATIN AMERICA AND THE CARIBBEAN,771637056,Stub,11.402999999999999
Julio Larosiliere,haiti,LATIN AMERICA AND THE CARIBBEAN,773498540,Stub,11.402999999999999
Nawoon Marcellus,haiti,LATIN AMERICA AND THE CARIBBEAN,776183933,Stub,11.402999999999999
Kely Bastien,haiti,LATIN AMERICA AND THE CARIBBEAN,776865899,Stub,11.402999999999999
Jude Célestin,haiti,LATIN AMERICA AND THE CARIBBEAN,777717666,Start,11.402999999999999
Hérard Dumesle,haiti,LATIN AMERICA AND THE CARIBBEAN,778211945,Stub,11.402999999999999
Jean Julme,haiti,LATIN AMERICA AND THE CARIBBEAN,778252152,Start,11.402999999999999
Jean-Jacques Honorat,haiti,LATIN AMERICA AND THE CARIBBEAN,781228583,Start,11.402999999999999
Jean-Charles Moïse,haiti,LATIN AMERICA AND THE CARIBBEAN,781241738,Start,11.402999999999999
Georges Anglade,haiti,LATIN AMERICA AND THE CARIBBEAN,781388753,C,11.402999999999999
Stéphanie Villedrouin,haiti,LATIN AMERICA AND THE CARIBBEAN,781886499,Start,11.402999999999999
Solon Ménos,haiti,LATIN AMERICA AND THE CARIBBEAN,781887763,Stub,11.402999999999999
Vilbrun Guillaume Sam,haiti,LATIN AMERICA AND THE CARIBBEAN,781986675,Start,11.402999999999999
Louis Borno,haiti,LATIN AMERICA AND THE CARIBBEAN,782976014,C,11.402999999999999
Gary Victor,haiti,LATIN AMERICA AND THE CARIBBEAN,785624748,Start,11.402999999999999
Pierre Nord Alexis,haiti,LATIN AMERICA AND THE CARIBBEAN,785874633,Start,11.402999999999999
Pierre Théoma Boisrond-Canal,haiti,LATIN AMERICA AND THE CARIBBEAN,785875179,Start,11.402999999999999
Baby Doc Duvalier,haiti,LATIN AMERICA AND THE CARIBBEAN,785876284,Stub,11.402999999999999
Henri Namphy,haiti,LATIN AMERICA AND THE CARIBBEAN,785876772,Start,11.402999999999999
Prosper Avril,haiti,LATIN AMERICA AND THE CARIBBEAN,785876964,C,11.402999999999999
Hérard Abraham,haiti,LATIN AMERICA AND THE CARIBBEAN,785877292,Start,11.402999999999999
Jacques-Édouard Alexis,haiti,LATIN AMERICA AND THE CARIBBEAN,785878797,C,11.402999999999999
Jean-Max Bellerive,haiti,LATIN AMERICA AND THE CARIBBEAN,785878995,Start,11.402999999999999
Élie Lescot,haiti,LATIN AMERICA AND THE CARIBBEAN,785881196,C,11.402999999999999
Franck Lavaud,haiti,LATIN AMERICA AND THE CARIBBEAN,785884487,Stub,11.402999999999999
Joseph Nemours Pierre-Louis,haiti,LATIN AMERICA AND THE CARIBBEAN,785884639,Stub,11.402999999999999
Franck Sylvain,haiti,LATIN AMERICA AND THE CARIBBEAN,785884691,Stub,11.402999999999999
Daniel Fignolé,haiti,LATIN AMERICA AND THE CARIBBEAN,785884722,C,11.402999999999999
Antonio Thrasybule Kébreau,haiti,LATIN AMERICA AND THE CARIBBEAN,785884998,Stub,11.402999999999999
Papa Doc,haiti,LATIN AMERICA AND THE CARIBBEAN,785885119,Stub,11.402999999999999
Joseph Lamothe,haiti,LATIN AMERICA AND THE CARIBBEAN,785885325,Stub,11.402999999999999
Lysius Salomon,haiti,LATIN AMERICA AND THE CARIBBEAN,785885369,Start,11.402999999999999
Monpoint Jeune,haiti,LATIN AMERICA AND THE CARIBBEAN,786051211,Stub,11.402999999999999
Tirésias Simon Sam,haiti,LATIN AMERICA AND THE CARIBBEAN,786080394,Start,11.402999999999999
Jean Jacques Clark Parent,haiti,LATIN AMERICA AND THE CARIBBEAN,786249794,Start,11.402999999999999
François Denys Légitime,haiti,LATIN AMERICA AND THE CARIBBEAN,786998960,C,11.402999999999999
Florvil Hyppolite,haiti,LATIN AMERICA AND THE CARIBBEAN,787215181,B,11.402999999999999
Ertha Pascal-Trouillot,haiti,LATIN AMERICA AND THE CARIBBEAN,787389049,Start,11.402999999999999
Michèle Pierre-Louis,haiti,LATIN AMERICA AND THE CARIBBEAN,787800304,C,11.402999999999999
Michel Domingue,haiti,LATIN AMERICA AND THE CARIBBEAN,787895748,Start,11.402999999999999
Sylvain Salnave,haiti,LATIN AMERICA AND THE CARIBBEAN,788034382,GA,11.402999999999999
Leslie Manigat,haiti,LATIN AMERICA AND THE CARIBBEAN,788567213,C,11.402999999999999
Paul Magloire,haiti,LATIN AMERICA AND THE CARIBBEAN,788762195,Start,11.402999999999999
Alexandre Pétion,haiti,LATIN AMERICA AND THE CARIBBEAN,789172445,C,11.402999999999999
Ann Valérie Timothée Milfort,haiti,LATIN AMERICA AND THE CARIBBEAN,789271238,Start,11.402999999999999
Robert Malval,haiti,LATIN AMERICA AND THE CARIBBEAN,789406355,Stub,11.402999999999999
Charles Rivière-Hérard,haiti,LATIN AMERICA AND THE CARIBBEAN,789531139,Start,11.402999999999999
Émile Nau,haiti,LATIN AMERICA AND THE CARIBBEAN,790543305,Stub,11.402999999999999
Jean Marie Chérestal,haiti,LATIN AMERICA AND THE CARIBBEAN,790931980,Stub,11.402999999999999
Raymond Joseph,haiti,LATIN AMERICA AND THE CARIBBEAN,791430072,C,11.402999999999999
Williams Régala,haiti,LATIN AMERICA AND THE CARIBBEAN,791494606,Stub,11.402999999999999
Jean-Chrisostôme Imbert,haiti,LATIN AMERICA AND THE CARIBBEAN,791682848,Stub,11.402999999999999
Chavannes Jeune,haiti,LATIN AMERICA AND THE CARIBBEAN,793783449,Stub,11.402999999999999
Claudette Werleigh,haiti,LATIN AMERICA AND THE CARIBBEAN,794622194,C,11.402999999999999
Steeve Khawly,haiti,LATIN AMERICA AND THE CARIBBEAN,795045159,Start,11.402999999999999
Bruno Blanchet,haiti,LATIN AMERICA AND THE CARIBBEAN,796045972,Start,11.402999999999999
Alexandre Paul,haiti,LATIN AMERICA AND THE CARIBBEAN,796597277,Start,11.402999999999999
Bonivert Claude,haiti,LATIN AMERICA AND THE CARIBBEAN,796609742,Start,11.402999999999999
Boniface Alexandre,haiti,LATIN AMERICA AND THE CARIBBEAN,797329230,Start,11.402999999999999
Philippe Thoby-Marcelin,haiti,LATIN AMERICA AND THE CARIBBEAN,797430784,Start,11.402999999999999
Jean-Nicolas Nissage Saget,haiti,LATIN AMERICA AND THE CARIBBEAN,797697117,B,11.402999999999999
Laurent Lamothe,haiti,LATIN AMERICA AND THE CARIBBEAN,797792449,C,11.402999999999999
Jean-Claude Bajeux,haiti,LATIN AMERICA AND THE CARIBBEAN,798379003,GA,11.402999999999999
Lilas Desquiron,haiti,LATIN AMERICA AND THE CARIBBEAN,798490523,Stub,11.402999999999999
Gérard Pierre-Charles,haiti,LATIN AMERICA AND THE CARIBBEAN,798643592,Stub,11.402999999999999
Yvon Neptune,haiti,LATIN AMERICA AND THE CARIBBEAN,798856712,C,11.402999999999999
Mirlande Manigat,haiti,LATIN AMERICA AND THE CARIBBEAN,798928096,Start,11.402999999999999
Sténio Vincent,haiti,LATIN AMERICA AND THE CARIBBEAN,799311823,Start,11.402999999999999
Enex Jean-Charles,haiti,LATIN AMERICA AND THE CARIBBEAN,799924556,Start,11.402999999999999
Fritz Jean,haiti,LATIN AMERICA AND THE CARIBBEAN,799924737,Start,11.402999999999999
Martial Célestin,haiti,LATIN AMERICA AND THE CARIBBEAN,799963540,Stub,11.402999999999999
Smarck Michel,haiti,LATIN AMERICA AND THE CARIBBEAN,800186031,Stub,11.402999999999999
Florence Duperval Guillaume,haiti,LATIN AMERICA AND THE CARIBBEAN,800611445,Stub,11.402999999999999
Dumarsais Simeus,haiti,LATIN AMERICA AND THE CARIBBEAN,800618369,C,11.402999999999999
Jean-Louis Pierrot,haiti,LATIN AMERICA AND THE CARIBBEAN,800767497,Start,11.402999999999999
Émile Jonassaint,haiti,LATIN AMERICA AND THE CARIBBEAN,801343430,Start,11.402999999999999
Charles Henri Baker,haiti,LATIN AMERICA AND THE CARIBBEAN,801473116,C,11.402999999999999
Apostolic Nuncio to Haiti,haiti,LATIN AMERICA AND THE CARIBBEAN,801487455,Stub,11.402999999999999
Evans Paul,haiti,LATIN AMERICA AND THE CARIBBEAN,801605942,Start,11.402999999999999
Jocelerme Privert,haiti,LATIN AMERICA AND THE CARIBBEAN,801606185,Start,11.402999999999999
Demesvar Delorme,haiti,LATIN AMERICA AND THE CARIBBEAN,801905883,Start,11.402999999999999
Fernand Hibbert,haiti,LATIN AMERICA AND THE CARIBBEAN,801905912,Stub,11.402999999999999
Jacques Roumain,haiti,LATIN AMERICA AND THE CARIBBEAN,801905957,C,11.402999999999999
Alix Balmir,haiti,LATIN AMERICA AND THE CARIBBEAN,802312340,Stub,11.402999999999999
René Préval,haiti,LATIN AMERICA AND THE CARIBBEAN,802377149,C,11.402999999999999
List of heads of state of Haiti,haiti,LATIN AMERICA AND THE CARIBBEAN,802813951,C,11.402999999999999
Faustin Soulouque,haiti,LATIN AMERICA AND THE CARIBBEAN,803129319,C,11.402999999999999
Jean-Pierre Boyer,haiti,LATIN AMERICA AND THE CARIBBEAN,803370233,C,11.402999999999999
Luckner Cambronne,haiti,LATIN AMERICA AND THE CARIBBEAN,803866631,Start,11.402999999999999
Dany Toussaint,haiti,LATIN AMERICA AND THE CARIBBEAN,803924619,Stub,11.402999999999999
President of Haiti,haiti,LATIN AMERICA AND THE CARIBBEAN,804051308,C,11.402999999999999
François C. Antoine Simon,haiti,LATIN AMERICA AND THE CARIBBEAN,804112500,Start,11.402999999999999
Raoul Cédras,haiti,LATIN AMERICA AND THE CARIBBEAN,804208210,Start,11.402999999999999
Garry Conille,haiti,LATIN AMERICA AND THE CARIBBEAN,804793798,C,11.402999999999999
Henri Christophe,haiti,LATIN AMERICA AND THE CARIBBEAN,804918981,C,11.402999999999999
Massillon Coicou,haiti,LATIN AMERICA AND THE CARIBBEAN,804936440,C,11.402999999999999
Jovenel Moïse,haiti,LATIN AMERICA AND THE CARIBBEAN,805075032,C,11.402999999999999
Dumarsais Estimé,haiti,LATIN AMERICA AND THE CARIBBEAN,805417877,C,11.402999999999999
Jean-Bertrand Aristide,haiti,LATIN AMERICA AND THE CARIBBEAN,805493264,GA,11.402999999999999
"Gerald Oriol, Jr.",haiti,LATIN AMERICA AND THE CARIBBEAN,805637100,Start,11.402999999999999
Pompée Valentin Vastey,haiti,LATIN AMERICA AND THE CARIBBEAN,805746588,Start,11.402999999999999
Cincinnatus Leconte,haiti,LATIN AMERICA AND THE CARIBBEAN,805778342,GA,11.402999999999999
Jean-Jacques Dessalines,haiti,LATIN AMERICA AND THE CARIBBEAN,805802601,C,11.402999999999999
Jean-Claude Duvalier,haiti,LATIN AMERICA AND THE CARIBBEAN,805880853,GA,11.402999999999999
François Duvalier,haiti,LATIN AMERICA AND THE CARIBBEAN,806815208,C,11.402999999999999
Fabre Geffrard,haiti,LATIN AMERICA AND THE CARIBBEAN,806833802,C,11.402999999999999
Clément Haentjens,haiti,LATIN AMERICA AND THE CARIBBEAN,806941972,Stub,11.402999999999999
Jack Guy Lafontant,haiti,LATIN AMERICA AND THE CARIBBEAN,807093446,Stub,11.402999999999999
Guy Philippe,haiti,LATIN AMERICA AND THE CARIBBEAN,807181915,C,11.402999999999999
Michel Martelly,haiti,LATIN AMERICA AND THE CARIBBEAN,807187332,C,11.402999999999999
Michel Clérié,haiti,LATIN AMERICA AND THE CARIBBEAN,807188991,Start,11.402999999999999
Gérard Latortue,haiti,LATIN AMERICA AND THE CARIBBEAN,807258261,Start,11.402999999999999
George Samuel Ranglin,jamaica,LATIN AMERICA AND THE CARIBBEAN,675376529,Stub,2.8089999999999997
Sam Brown (Rastafari),jamaica,LATIN AMERICA AND THE CARIBBEAN,704651379,Start,2.8089999999999997
List of Presidents of the Senate of Jamaica,jamaica,LATIN AMERICA AND THE CARIBBEAN,709245156,Stub,2.8089999999999997
Omar Davies,jamaica,LATIN AMERICA AND THE CARIBBEAN,710020142,Stub,2.8089999999999997
Peter Beckford (junior),jamaica,LATIN AMERICA AND THE CARIBBEAN,713936916,Start,2.8089999999999997
Samuel Herbert Wilson,jamaica,LATIN AMERICA AND THE CARIBBEAN,714543944,Stub,2.8089999999999997
Dennis Meadows (politician),jamaica,LATIN AMERICA AND THE CARIBBEAN,718749093,Stub,2.8089999999999997
Joseph Hibbert (Jamaican politician),jamaica,LATIN AMERICA AND THE CARIBBEAN,723268750,Stub,2.8089999999999997
Ripton MacPherson,jamaica,LATIN AMERICA AND THE CARIBBEAN,726765387,Stub,2.8089999999999997
Talbert Monsell Forrest,jamaica,LATIN AMERICA AND THE CARIBBEAN,726765397,Stub,2.8089999999999997
Alva Ross,jamaica,LATIN AMERICA AND THE CARIBBEAN,726765413,Stub,2.8089999999999997
Headley Cunningham,jamaica,LATIN AMERICA AND THE CARIBBEAN,726765426,Stub,2.8089999999999997
Michael Peart,jamaica,LATIN AMERICA AND THE CARIBBEAN,726765481,Stub,2.8089999999999997
Jeanette Rose Grant-Woodham,jamaica,LATIN AMERICA AND THE CARIBBEAN,726765558,Stub,2.8089999999999997
Rudyard Spencer,jamaica,LATIN AMERICA AND THE CARIBBEAN,726765776,Stub,2.8089999999999997
List of Jamaican Ministers of State,jamaica,LATIN AMERICA AND THE CARIBBEAN,729224889,Start,2.8089999999999997
Sharon Hay-Webster,jamaica,LATIN AMERICA AND THE CARIBBEAN,730567504,GA,2.8089999999999997
List of Speakers of the House of Representatives of Jamaica,jamaica,LATIN AMERICA AND THE CARIBBEAN,732225589,Stub,2.8089999999999997
Herbert Duffus,jamaica,LATIN AMERICA AND THE CARIBBEAN,736216284,Stub,2.8089999999999997
Edward Rushworth (diplomat),jamaica,LATIN AMERICA AND THE CARIBBEAN,743048860,Start,2.8089999999999997
Winston V. Jones,jamaica,LATIN AMERICA AND THE CARIBBEAN,743924921,Stub,2.8089999999999997
Burchell Whiteman,jamaica,LATIN AMERICA AND THE CARIBBEAN,748221342,Stub,2.8089999999999997
Carl Marshall,jamaica,LATIN AMERICA AND THE CARIBBEAN,749617018,Stub,2.8089999999999997
George Lyn,jamaica,LATIN AMERICA AND THE CARIBBEAN,752914560,Stub,2.8089999999999997
Donald Sangster,jamaica,LATIN AMERICA AND THE CARIBBEAN,753233845,Start,2.8089999999999997
Donald Buchanan,jamaica,LATIN AMERICA AND THE CARIBBEAN,754947352,Stub,2.8089999999999997
Robert Montague (Jamaican politician),jamaica,LATIN AMERICA AND THE CARIBBEAN,755602012,Stub,2.8089999999999997
Violet Neilson,jamaica,LATIN AMERICA AND THE CARIBBEAN,756375962,Stub,2.8089999999999997
Norman Grant (politician),jamaica,LATIN AMERICA AND THE CARIBBEAN,768293723,Stub,2.8089999999999997
Earle Courtenay Rattray,jamaica,LATIN AMERICA AND THE CARIBBEAN,768826715,Stub,2.8089999999999997
Neville Ashenheim,jamaica,LATIN AMERICA AND THE CARIBBEAN,769805665,Stub,2.8089999999999997
Florizel Glasspole,jamaica,LATIN AMERICA AND THE CARIBBEAN,774933915,Start,2.8089999999999997
Kenneth Blackburne,jamaica,LATIN AMERICA AND THE CARIBBEAN,774938096,Stub,2.8089999999999997
Horace Chang,jamaica,LATIN AMERICA AND THE CARIBBEAN,775765998,Stub,2.8089999999999997
James Robertson (Jamaican politician),jamaica,LATIN AMERICA AND THE CARIBBEAN,776006357,Stub,2.8089999999999997
Lucille M. Mair,jamaica,LATIN AMERICA AND THE CARIBBEAN,780068586,Start,2.8089999999999997
Pearnel Patroe Charles Jr.,jamaica,LATIN AMERICA AND THE CARIBBEAN,782038393,C,2.8089999999999997
Clifford Campbell,jamaica,LATIN AMERICA AND THE CARIBBEAN,783453531,Start,2.8089999999999997
Marlene Malahoo Forte,jamaica,LATIN AMERICA AND THE CARIBBEAN,783659386,Start,2.8089999999999997
Roger Clarke (politician),jamaica,LATIN AMERICA AND THE CARIBBEAN,783854836,Stub,2.8089999999999997
Michael Henry (Jamaican politician),jamaica,LATIN AMERICA AND THE CARIBBEAN,784732777,Stub,2.8089999999999997
Anthony Hylton,jamaica,LATIN AMERICA AND THE CARIBBEAN,789407703,Stub,2.8089999999999997
Leader of the Opposition (Jamaica),jamaica,LATIN AMERICA AND THE CARIBBEAN,789509604,Start,2.8089999999999997
Hender Molesworth,jamaica,LATIN AMERICA AND THE CARIBBEAN,789754896,Stub,2.8089999999999997
"Sir Lionel Smith, 1st Baronet",jamaica,LATIN AMERICA AND THE CARIBBEAN,789773236,Start,2.8089999999999997
Audley Shaw,jamaica,LATIN AMERICA AND THE CARIBBEAN,790118358,Start,2.8089999999999997
Marie Atkins,jamaica,LATIN AMERICA AND THE CARIBBEAN,791460025,Stub,2.8089999999999997
Olivia Grange,jamaica,LATIN AMERICA AND THE CARIBBEAN,791953909,Stub,2.8089999999999997
Edward Morgan (governor),jamaica,LATIN AMERICA AND THE CARIBBEAN,792053148,Stub,2.8089999999999997
Carl Rattray,jamaica,LATIN AMERICA AND THE CARIBBEAN,792441839,Start,2.8089999999999997
Trevor Munroe,jamaica,LATIN AMERICA AND THE CARIBBEAN,793641463,Start,2.8089999999999997
Kenneth Baugh,jamaica,LATIN AMERICA AND THE CARIBBEAN,793892906,Stub,2.8089999999999997
Angela King,jamaica,LATIN AMERICA AND THE CARIBBEAN,793915429,Start,2.8089999999999997
David Clemetson,jamaica,LATIN AMERICA AND THE CARIBBEAN,794119231,Start,2.8089999999999997
Christopher Tufton,jamaica,LATIN AMERICA AND THE CARIBBEAN,794251917,Start,2.8089999999999997
Robert Hunter (governor),jamaica,LATIN AMERICA AND THE CARIBBEAN,794549254,Start,2.8089999999999997
Tacius Golding,jamaica,LATIN AMERICA AND THE CARIBBEAN,795054169,Stub,2.8089999999999997
Winston Green,jamaica,LATIN AMERICA AND THE CARIBBEAN,795588645,Stub,2.8089999999999997
Lisa Hanna,jamaica,LATIN AMERICA AND THE CARIBBEAN,796147408,Start,2.8089999999999997
"Howe Browne, 2nd Marquess of Sligo",jamaica,LATIN AMERICA AND THE CARIBBEAN,797562352,Start,2.8089999999999997
Desmond McKenzie,jamaica,LATIN AMERICA AND THE CARIBBEAN,797720556,Stub,2.8089999999999997
Daryl Vaz,jamaica,LATIN AMERICA AND THE CARIBBEAN,799017395,Start,2.8089999999999997
